GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JGAlgo - Core,com.jgalgo,MinimumMeanCycleHoward,27,371,3,49,4,103,3,27,0,4
JGAlgo - Core,com.jgalgo,GraphTableAbstract.new EdgeIterImpl() {...},50,30,7,1,13,6,8,3,4,3
JGAlgo - Core,com.jgalgo,WeightsImpl.Mapped.Byte,9,30,0,0,1,7,1,5,1,5
JGAlgo - Core,com.jgalgo,MaximumMatchingWeightedGabow1990Abstract.Blossom.new Iterable() {...},2,15,1,1,1,3,1,2,0,2
JGAlgo - Core,com.jgalgo,MaximumMatchingWeightedGabow1990Abstract.Blossom.new IntIterator() {...},4,93,2,12,1,27,2,8,0,3
JGAlgo - Core,com.jgalgo,HeapPairing,0,24,0,4,0,5,0,3,0,1
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelToFront,0,19,0,0,0,3,0,3,0,3
JGAlgo - Core,com.jgalgo,HeapBinaryInt,44,502,14,62,10,113,13,41,1,15
JGAlgo - Core,com.jgalgo,MaximumFlowDinicDynamicTrees.Worker,12,565,4,42,0,113,4,23,0,4
JGAlgo - Core,com.jgalgo,SubtreeMergeFindMinImpl.Edge,8,21,0,0,1,8,1,4,1,4
JGAlgo - Core,com.jgalgo,FlowNetwork.Int.new FlowNetwork.Int() {...},12,42,2,2,2,10,2,5,0,5
JGAlgo - Core,com.jgalgo,BinarySearchTrees.NeighborType,0,34,0,0,0,2,0,1,0,1
JGAlgo - Core,com.jgalgo,RMQStaticLookupTable.DSu08,129,0,18,0,15,0,11,0,2,0
JGAlgo - Core,com.jgalgo,Utils.IterPeekable.Int,0,5,0,0,0,1,0,1,0,1
JGAlgo - Core,com.jgalgo,SplitFindMinArray.Block,6,9,0,0,1,4,1,1,1,1
JGAlgo - Core,com.jgalgo,IDStrategy,21,92,2,8,6,19,5,10,3,7
JGAlgo - Core,com.jgalgo,MaximumMatchingWeightedGabow1990Simpler,0,11,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo,SplitFindMin.Builder,10,0,0,0,3,0,2,0,2,0
JGAlgo - Core,com.jgalgo,TreePathMaxima.new TreePathMaxima.Builder() {...},31,0,2,0,8,0,4,0,3,0
JGAlgo - Core,com.jgalgo,GraphTableDirected,31,226,4,10,5,44,4,17,1,13
JGAlgo - Core,com.jgalgo,LinkedListFixedSize.Singly,22,38,4,2,4,10,5,4,2,4
JGAlgo - Core,com.jgalgo,HeapReferenceableAbstract,36,59,8,6,7,18,7,10,1,9
JGAlgo - Core,com.jgalgo,Graphs.EmptyGraphUndirected,2,16,0,0,1,2,1,1,1,1
JGAlgo - Core,com.jgalgo,GraphBuilderImpl.GraphCustomIDStrategies.new IDStrategy.IDAddRemoveListener() {...},13,33,1,1,4,8,2,3,1,3
JGAlgo - Core,com.jgalgo,GraphBuilderImpl.GraphCustomIDStrategies.new IDStrategy.IDAddRemoveListener() {...},13,33,1,1,4,8,2,3,1,3
JGAlgo - Core,com.jgalgo,WeightsImpl.Mapped.Double,9,30,0,0,1,7,1,5,1,5
JGAlgo - Core,com.jgalgo,DynamicTreeSplayIntExtended.SplayImplWithExtensions,0,32,0,2,0,7,0,3,0,2
JGAlgo - Core,com.jgalgo,LCADynamicGabowLinear,43,372,9,47,6,78,9,31,0,12
JGAlgo - Core,com.jgalgo,Weights.Byte,4,15,0,0,1,4,1,3,1,3
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabel.WorkerDouble,0,40,2,4,0,9,2,5,0,4
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelLowestFirst,0,19,0,0,0,3,0,3,0,3
JGAlgo - Core,com.jgalgo,MSTKargerKleinTarjan.AllocatedMemory,0,124,0,2,0,21,0,7,0,6
JGAlgo - Core,com.jgalgo,SSSPDial,17,171,3,13,2,38,3,9,0,4
JGAlgo - Core,com.jgalgo,DynamicTreeSplayExtended,26,208,4,16,6,32,5,14,1,8
JGAlgo - Core,com.jgalgo,DynamicTreeSplayExtended.Node,0,9,0,0,0,4,0,2,0,2
JGAlgo - Core,com.jgalgo,RMQStaticLookupTable.DSu16,7,122,3,15,1,14,3,8,0,2
JGAlgo - Core,com.jgalgo,WeightsImpl.Mapped.Int,9,30,0,0,1,7,1,5,1,5
JGAlgo - Core,com.jgalgo,GraphBase.new EdgeIterImpl() {...},22,59,4,6,7,15,6,5,3,3
JGAlgo - Core,com.jgalgo,LCADynamicGabowSimple.NodeImpl,14,144,3,19,1,25,3,20,1,11
JGAlgo - Core,com.jgalgo,LinkedListFixedSize.Array.Byte,13,43,4,4,0,12,3,7,0,6
JGAlgo - Core,com.jgalgo,LCAStatic,2,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo,RMQStatic,4,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo,DataContainer.Int,38,113,6,2,9,30,7,11,3,11
JGAlgo - Core,com.jgalgo,MSTPrim,6,325,2,38,2,83,3,22,1,4
JGAlgo - Core,com.jgalgo,RedBlackTreeExtended,70,314,8,24,11,51,9,20,3,10
JGAlgo - Core,com.jgalgo,WeightsImpl.Direct.Char,8,23,0,0,1,7,1,5,1,5
JGAlgo - Core,com.jgalgo,DataContainer.Long,44,118,6,2,10,31,8,11,4,11
JGAlgo - Core,com.jgalgo,TreePathMaximaHagerup.Result,0,15,0,0,0,5,0,3,0,3
JGAlgo - Core,com.jgalgo,MinimumMeanCycleDasdanGupta,4,442,2,46,1,85,2,24,0,2
JGAlgo - Core,com.jgalgo,MSTKruskal,6,106,1,9,2,22,2,6,1,2
JGAlgo - Core,com.jgalgo,DataContainer.Double,60,91,7,1,13,26,8,10,4,10
JGAlgo - Core,com.jgalgo,MaximumMatching,0,4,0,0,0,1,0,1,0,1
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelDynamicTrees.WorkerInt.Vertex,0,15,0,2,0,4,0,3,0,2
JGAlgo - Core,com.jgalgo,WeightsImpl.Direct.Long,8,23,0,0,1,7,1,5,1,5
JGAlgo - Core,com.jgalgo,IDStrategy.Continues,25,100,7,7,4,28,8,12,1,12
JGAlgo - Core,com.jgalgo,GraphArrayDirected,9,624,1,17,2,115,2,27,1,19
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelDynamicTrees.WorkerDouble.Vertex,0,17,0,2,0,4,0,3,0,2
JGAlgo - Core,com.jgalgo,BinarySearchTrees,86,610,25,119,23,185,21,71,0,18
JGAlgo - Core,com.jgalgo,Path.IterDirected,20,50,1,3,4,13,3,6,2,5
JGAlgo - Core,com.jgalgo,WeightsImpl,14,197,2,36,2,43,2,22,0,5
JGAlgo - Core,com.jgalgo,SSSP,4,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo,SSSPBellmanFord,0,178,0,16,0,38,0,10,0,2
JGAlgo - Core,com.jgalgo,GraphLinkedDirected.Node,0,6,0,0,0,2,0,1,0,1
JGAlgo - Core,com.jgalgo,MST,0,2,0,0,0,1,0,1,0,1
JGAlgo - Core,com.jgalgo,Config,3,3,0,0,2,1,1,1,1,1
JGAlgo - Core,com.jgalgo,DynamicTreeSplay,54,482,17,45,7,109,18,29,1,15
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelToFront.WorkerInt,4,105,2,10,1,23,2,10,0,6
JGAlgo - Core,com.jgalgo,GraphLinkedAbstract.Node,0,12,0,0,0,5,0,1,0,1
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelAbstract.new FlowNetwork.Int() {...},15,14,0,0,3,2,3,2,3,2
JGAlgo - Core,com.jgalgo,RMQStaticLookupTable.DSu32,7,108,3,15,1,14,3,8,0,2
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelAbstract.new FlowNetwork() {...},29,0,0,0,5,0,5,0,5,0
JGAlgo - Core,com.jgalgo,Utils.NullIterator,8,26,2,4,2,8,2,4,0,3
JGAlgo - Core,com.jgalgo,BinarySearchTree,0,4,0,0,0,1,0,1,0,1
JGAlgo - Core,com.jgalgo,HeapPairing.WithDoubleKeys.NodeDoubleInt,0,13,0,0,0,5,0,3,0,3
JGAlgo - Core,com.jgalgo,BinarySearchTrees.INode,0,80,0,14,0,15,0,16,0,9
JGAlgo - Core,com.jgalgo,HeapBinaryInt.It,4,37,1,3,1,6,1,4,0,3
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelDynamicTrees.WorkerDouble,8,352,3,17,0,64,3,19,0,12
JGAlgo - Core,com.jgalgo,EdgeIterImpl,0,5,0,0,0,1,0,1,0,1
JGAlgo - Core,com.jgalgo,UnionFindValueArray,5,180,2,12,1,41,2,14,0,9
JGAlgo - Core,com.jgalgo,HeapPairing.Abstract.NodeVoidVal,11,3,5,1,3,1,5,1,2,1
JGAlgo - Core,com.jgalgo,TopologicalOrderAlgorithmImpl,9,105,2,14,1,26,2,10,0,4
JGAlgo - Core,com.jgalgo,MaximumFlowDinic.Worker,4,311,1,31,0,74,1,18,0,3
JGAlgo - Core,com.jgalgo,DataContainer.Bool.1.new BooleanListIterator() {...},74,0,8,0,12,0,11,0,7,0
JGAlgo - Core,com.jgalgo,SSSPGoldberg,17,734,1,77,4,144,3,44,2,6
JGAlgo - Core,com.jgalgo,MaximumFlowDinicDynamicTrees,0,35,0,0,0,6,0,3,0,3
JGAlgo - Core,com.jgalgo,MaximumFlowEdmondsKarp,0,39,0,2,0,6,0,4,0,3
JGAlgo - Core,com.jgalgo,DataContainer.Short,69,82,7,1,15,24,9,9,5,9
JGAlgo - Core,com.jgalgo,TreePathMaxima.Queries,0,45,0,0,0,10,0,5,0,5
JGAlgo - Core,com.jgalgo,MSTYao,8,459,2,54,0,97,2,30,0,4
JGAlgo - Core,com.jgalgo,Path.IterUndirected,14,71,1,3,3,15,2,7,1,6
JGAlgo - Core,com.jgalgo,DataContainer.Double.new AbstractDoubleList() {...},22,6,0,0,4,1,3,1,3,1
JGAlgo - Core,com.jgalgo,RedBlackTreeExtension.Min,118,172,25,23,18,36,16,17,0,9
JGAlgo - Core,com.jgalgo,MaximumMatchingWeightedGabow1990Abstract.Worker,287,1867,50,180,20,353,50,100,6,29
JGAlgo - Core,com.jgalgo,WeightsImpl.Direct.Bool,8,23,0,0,1,7,1,5,1,5
JGAlgo - Core,com.jgalgo,UnionFindValue.new UnionFindValue.Builder() {...},6,16,1,1,1,5,1,3,0,3
JGAlgo - Core,com.jgalgo,APSPJohnson,107,326,12,32,15,72,12,20,4,6
JGAlgo - Core,com.jgalgo,IDStrategy.Rand,36,0,4,0,9,0,6,0,4,0
JGAlgo - Core,com.jgalgo,ColoringRecursiveLargestFirst,0,221,0,38,0,58,0,21,0,2
JGAlgo - Core,com.jgalgo,MinimumCutGlobal,2,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo,DynamicTreeSplayExtension.TreeSize,4,107,1,7,0,23,1,10,0,7
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelDynamicTrees.WorkerInt,8,353,2,18,0,65,2,20,0,12
JGAlgo - Core,com.jgalgo,SubtreeMergeFindMinImpl.EdgeNode,4,16,0,0,1,7,1,2,1,2
JGAlgo - Core,com.jgalgo,MSTResultImpl,10,18,0,0,2,5,2,3,2,3
JGAlgo - Core,com.jgalgo,SplayTree.SplayImplWithSize,4,55,1,7,0,10,1,5,0,2
JGAlgo - Core,com.jgalgo,Graphs.CompleteGraphDirected,94,16,6,0,21,2,11,1,8,1
JGAlgo - Core,com.jgalgo,SSSPDijkstra,6,263,0,22,2,61,1,15,1,4
JGAlgo - Core,com.jgalgo,RedBlackTreeExtension.Max,76,214,17,31,11,43,13,20,0,9
JGAlgo - Core,com.jgalgo,EdgeEndpointsContainer,8,157,1,7,1,42,1,17,0,14
JGAlgo - Core,com.jgalgo,Utils.IterPeekable.Int.new Utils.IterPeekable.Int() {...},8,5,0,0,2,2,2,2,2,2
JGAlgo - Core,com.jgalgo,RedBlackTreeExtension.ExtensionData.Int,0,36,0,0,0,12,0,6,0,6
JGAlgo - Core,com.jgalgo,Utils.IterPeekableImpl,55,6,8,0,18,1,8,1,4,1
JGAlgo - Core,com.jgalgo,LinkedListFixedSize.Doubly,52,136,12,10,11,31,10,15,1,13
JGAlgo - Core,com.jgalgo,SubtreeMergeFindMin,2,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo,HeapPairing.WithDoubleKeys.NodeDoubleObj,0,17,0,0,0,8,0,4,0,4
JGAlgo - Core,com.jgalgo,DataContainer.Byte,69,82,7,1,15,24,9,9,5,9
JGAlgo - Core,com.jgalgo,RMQStaticLinearAbstract.PaddedComparator,0,31,0,6,0,7,0,5,0,2
JGAlgo - Core,com.jgalgo,HeapPairing.WithObjKeys.NodeObjVoid,0,4,0,0,0,2,0,1,0,1
JGAlgo - Core,com.jgalgo,Trees,6,180,4,28,2,57,4,18,0,6
JGAlgo - Core,com.jgalgo,HeapFibonacci,42,761,9,95,7,188,10,61,1,18
JGAlgo - Core,com.jgalgo,GraphLinkedUndirected,30,393,2,32,6,89,3,31,1,16
JGAlgo - Core,com.jgalgo,MaximumMatchingWeightedGabow1990Abstract.Worker.new Iterator() {...},4,110,1,11,1,21,1,8,0,3
JGAlgo - Core,com.jgalgo,HeapBinomial,28,766,10,132,6,174,11,77,1,16
JGAlgo - Core,com.jgalgo,MaximumMatchingWeightedGabow1990Abstract.Worker.new Iterator() {...},4,88,1,9,1,15,1,7,0,3
JGAlgo - Core,com.jgalgo,RedBlackTreeExtension.Size,0,136,0,8,0,24,0,12,0,8
JGAlgo - Core,com.jgalgo,TSPMetricMSTAppx,15,110,4,8,2,23,4,5,0,3
JGAlgo - Core,com.jgalgo,GraphBuilder,0,10,0,0,0,2,0,2,0,2
JGAlgo - Core,com.jgalgo,UnionFind.new UnionFind.Builder() {...},54,19,8,2,10,6,6,3,1,3
JGAlgo - Core,com.jgalgo,DynamicTreeSplayExtended.SplayImplWithExtensions,0,32,0,2,0,7,0,3,0,2
JGAlgo - Core,com.jgalgo,UnionFindArray,11,186,3,17,2,45,3,16,0,9
JGAlgo - Core,com.jgalgo,MinimumCutST,4,3,0,0,1,1,1,1,1,1
JGAlgo - Core,com.jgalgo,IDStrategy.ContinuesEmpty,27,4,0,0,6,2,6,1,6,1
JGAlgo - Core,com.jgalgo,RMQStaticComparator,36,28,2,0,6,4,5,4,4,4
JGAlgo - Core,com.jgalgo,GraphLinkedDirected.EdgeIterOut,0,12,0,0,0,4,0,2,0,2
JGAlgo - Core,com.jgalgo,MaximumMatchingWeightedGabow1990Abstract.Evens,0,52,0,2,0,13,0,6,0,5
JGAlgo - Core,com.jgalgo,SplayTree.BaseNode,3,4,0,0,1,2,1,1,1,1
JGAlgo - Core,com.jgalgo,Utils,17,155,3,5,3,31,5,13,2,12
JGAlgo - Core,com.jgalgo,EulerianTourImpl,54,383,10,62,8,100,10,32,0,6
JGAlgo - Core,com.jgalgo,IDStrategy.Fixed,0,27,0,0,0,8,0,4,0,4
JGAlgo - Core,com.jgalgo,SSSPDag,89,100,14,12,24,25,9,8,1,3
JGAlgo - Core,com.jgalgo,HeapAbstract.HeapFromReferenceable,15,68,4,2,3,19,4,9,1,9
JGAlgo - Core,com.jgalgo,MaximumMatchingWeightedGabow1990Abstract.Worker.EdgeVal,0,9,0,0,0,4,0,1,0,1
JGAlgo - Core,com.jgalgo,RedBlackTreeExtension.Obj,0,23,0,0,0,6,0,4,0,4
JGAlgo - Core,com.jgalgo,HeapReferenceable,3,58,2,8,1,15,2,7,0,4
JGAlgo - Core,com.jgalgo,LCAStaticRMQ,5,153,1,11,1,39,1,7,0,2
JGAlgo - Core,com.jgalgo,WeightsImpl.Mapped.Obj,0,39,0,0,0,8,0,6,0,6
JGAlgo - Core,com.jgalgo,SubtreeMergeFindMinImpl,18,824,5,87,2,158,5,61,0,20
JGAlgo - Core,com.jgalgo,GraphLinkedAbstract.EdgeItr,19,44,4,4,5,11,4,5,1,4
JGAlgo - Core,com.jgalgo,HeapReferenceable.new HeapReferenceable.Builder() {...},25,82,4,10,4,22,4,11,0,8
JGAlgo - Core,com.jgalgo,UnionFindValue,4,4,0,0,1,1,1,1,1,1
JGAlgo - Core,com.jgalgo,FlowNetwork,0,24,0,0,0,3,0,1,0,1
JGAlgo - Core,com.jgalgo,HeapPairing.Abstract.INode,6,3,0,0,1,1,1,1,1,1
JGAlgo - Core,com.jgalgo,DynamicTreeSplay.SplayImplWithRelativeWeights,4,172,1,19,0,31,1,12,0,3
JGAlgo - Core,com.jgalgo,SSSPDial.DialHeap,0,144,0,10,0,32,0,11,0,6
JGAlgo - Core,com.jgalgo,HeapPairing.WithDoubleKeys,93,98,20,12,12,29,16,8,2,6
JGAlgo - Core,com.jgalgo,ConnectedComponentsAlgoImpl,4,265,1,31,0,71,1,20,0,5
JGAlgo - Core,com.jgalgo,HeapPairing.Abstract.PreOrderIter,4,61,1,11,1,16,1,8,0,3
JGAlgo - Core,com.jgalgo,LCADynamic.new LCADynamic.Builder() {...},54,0,8,0,12,0,7,0,3,0
JGAlgo - Core,com.jgalgo,WeightsImpl.Direct.Float,8,23,0,0,1,7,1,5,1,5
JGAlgo - Core,com.jgalgo,ArraysUtils,203,593,60,76,30,106,45,41,3,15
JGAlgo - Core,com.jgalgo,Utils.IterMap,0,24,0,0,0,6,0,3,0,3
JGAlgo - Core,com.jgalgo,DataContainer.Short.new AbstractShortList() {...},22,6,0,0,4,1,3,1,3,1
JGAlgo - Core,com.jgalgo,MaximumMatchingWeightedGabow1990Abstract.Worker.EdgeEvent,6,9,0,0,1,4,1,1,1,1
JGAlgo - Core,com.jgalgo,ConnectedComponentsAlgo,0,2,0,0,0,1,0,1,0,1
JGAlgo - Core,com.jgalgo,MaximumMatchingCardinalityGabow1976,0,580,0,50,0,116,0,28,0,3
JGAlgo - Core,com.jgalgo,Weights.Long,5,15,0,0,1,4,1,3,1,3
JGAlgo - Core,com.jgalgo,LCADynamicGabowSimple,59,655,17,89,2,114,17,54,0,18
JGAlgo - Core,com.jgalgo,MinimumCutSTBuilderImpl.Default,7,0,0,0,2,0,2,0,2,0
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabel.WorkerInt,0,40,2,4,0,9,2,5,0,4
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelLowestFirst.WorkerDouble,11,71,2,8,1,16,2,8,0,5
JGAlgo - Core,com.jgalgo,MaximumMatchingWeightedGabow1990Simpler.Worker,33,657,12,50,1,122,12,29,0,10
JGAlgo - Core,com.jgalgo,WeightsImpl.Direct.Double,8,23,0,0,1,7,1,5,1,5
JGAlgo - Core,com.jgalgo,MaximumFlowEdmondsKarp.WorkerInt,0,126,0,6,0,23,0,8,0,5
JGAlgo - Core,com.jgalgo,RMQStaticCartesianTrees.DS,0,184,0,14,0,36,0,13,0,6
JGAlgo - Core,com.jgalgo,MSTKargerKleinTarjan,7,557,2,34,3,107,3,25,1,9
JGAlgo - Core,com.jgalgo,DataContainer.Obj.new AbstractObjectList() {...},10,18,0,0,2,3,1,3,1,3
JGAlgo - Core,com.jgalgo,WeightsImpl.Direct.Int,8,23,0,0,1,7,1,5,1,5
JGAlgo - Core,com.jgalgo,FlowNetwork.Int,11,35,0,0,3,6,2,3,2,3
JGAlgo - Core,com.jgalgo,MaximumFlowEdmondsKarp.WorkerDouble,0,128,0,6,0,23,0,8,0,5
JGAlgo - Core,com.jgalgo,DataContainer.Manager,41,115,3,13,6,25,4,12,2,6
JGAlgo - Core,com.jgalgo,HeapBinary.It,41,0,4,0,7,0,5,0,3,0
JGAlgo - Core,com.jgalgo,Coloring,2,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo,GraphsUtils.GraphCapabilitiesBuilder,12,106,7,7,4,26,8,10,1,10
JGAlgo - Core,com.jgalgo,GraphTableAbstract,7,310,2,12,2,68,2,21,0,16
JGAlgo - Core,com.jgalgo,GraphBaseContinues,28,276,4,8,6,73,6,26,2,24
JGAlgo - Core,com.jgalgo,GraphBuilderImpl.GraphCustomIDStrategiesDirected,0,26,0,0,0,9,0,4,0,4
JGAlgo - Core,com.jgalgo,MaximumFlowEdmondsKarp.Worker,0,102,0,12,0,30,0,8,0,2
JGAlgo - Core,com.jgalgo,MaximumMatching.new MaximumMatching.Builder() {...},99,22,17,3,21,7,13,2,3,2
JGAlgo - Core,com.jgalgo,Graphs.EmptyGraphDirected,2,16,0,0,1,2,1,1,1,1
JGAlgo - Core,com.jgalgo,MinimumMeanCycle,2,0,0,0,1,0,1,0,1,0
JGAlgo - Core,com.jgalgo,GraphBase,69,211,8,12,15,54,7,17,1,13
JGAlgo - Core,com.jgalgo,MaximumFlowPushRelabelHighestFirst,0,19,0,0,0,3,0,3,0,3
